index,label
28285,0
28293,0
28298,1
28305,0
28307,0
28325,0
28327,1
28333,0
28337,0
28338,0
28342,0
28347,0
28353,0
28357,0
28368,0
28377,0
28378,0
28379,0
28396,0
28402,0
28420,0
28424,0
28427,0
28440,0
28444,0
28455,0
28471,0
28486,0
28490,0
28494,0
28515,1
28536,0
28542,1
28558,0
28564,0
28571,0
28572,0
28573,0
28574,0
28575,0
28591,0
28620,0
28621,0
28623,0
28627,0
28629,0
28636,0
28637,0
28656,0
28660,0
28662,1
28663,0
28671,0
28675,0
28685,0
28697,0
28702,0
28703,0
28707,0
28712,0
28727,0
28729,0
28749,0
28763,1
28767,0
28775,0
28776,0
28777,0
28802,0
28804,1
28807,1
28810,1
28813,0
28819,0
28826,0
28827,0
28829,1
28830,0
28832,1
28835,0
28839,0
28846,0
28868,0
28879,0
28885,0
28886,0
28889,0
28913,1
28918,0
28924,0
28926,0
28935,0
28940,0
28948,0
28950,1
28954,0
28980,0
28993,0
28998,0
29004,0
29007,0
29020,0
29023,1
29032,0
29033,0
29037,1
29044,1
29046,0
29049,0
29053,0
29064,1
29081,0
29084,0
29087,0
29092,0
29093,0
29095,0
29122,0
29145,0
29160,1
29163,0
29169,1
29177,0
29183,0
29194,0
29207,0
29209,0
29227,0
29233,0
29234,0
29236,0
29246,0
29253,0
29260,0
29261,0
29274,0
29276,0
29295,0
29299,0
29312,0
29317,0
29326,0
29337,0
29342,0
29346,0
29355,1
29356,1
29357,0
29376,0
29389,0
29392,1
29400,0
29401,0
29406,0
29410,0
29411,1
29413,0
29415,0
29422,0
29427,0
29435,0
29441,0
29447,0
29452,0
29455,0
29469,1
29472,0
29477,0
29478,0
29483,0
29493,0
29499,0
29530,0
29536,1
29555,0
29557,1
29567,0
29587,0
29594,0
29596,0
29601,0
29606,1
29609,1
29611,0
29618,0
29623,0
29625,0
29629,0
29631,0
29641,0
29643,0
29650,0
29653,0
29657,0
29664,0
29672,0
29673,0
29676,0
29685,0
29691,0
29706,0
29707,0
29709,1
29710,0
29723,0
29733,0
29738,0
29739,0
29741,0
29743,0
29750,0
29786,0
29797,0
29801,0
29803,0
29811,0
29821,0
29823,0
29825,0
29846,0
29858,0
29867,0
29881,1
29889,0
29903,1
29905,1
29906,1
29914,0
29915,1
29916,0
29917,0
29929,1
29932,0
29948,1
29962,0
29966,0
29973,0
29975,0
29979,1
29981,0
29984,0
29993,1
29998,1
30015,0
30016,0
30017,0
30031,0
30071,0
30076,0
30078,0
30080,0
30103,0
30108,0
30113,1
30114,1
30116,0
30118,0
30125,0
30129,0
30131,0
30134,0
30138,0
30145,0
30146,0
30150,1
30158,0
30173,0
30174,1
30192,0
30196,0
30207,0
30209,0
30210,0
30212,1
30218,1
30229,0
30233,0
30254,0
30258,0
30261,0
30262,0
30267,0
30276,0
30278,0
30281,0
30283,1
30286,0
30294,0
30301,1
30315,0
30317,0
30320,0
30322,0
30334,1
30338,0
30342,0
30356,0
30358,1
30377,0
30390,0
30405,0
30428,0
30430,0
30431,0
30436,0
30438,0
30439,1
30454,0
30461,0
30471,0
30479,0
30484,1
30494,0
30498,0
30503,0
30510,0
30513,0
30514,0
30517,1
30523,0
30526,0
30531,0
30544,1
30555,0
30557,0
30559,1
30565,0
30569,0
30589,1
30590,0
30591,0
30599,1
30601,0
30623,0
30624,0
30646,1
30658,0
30672,0
30682,0
30693,0
30695,0
30708,1
30716,0
30726,0
30732,0
30739,0
30740,1
30742,1
30743,0
30759,0
30767,0
30769,0
30776,0
30796,0
30798,0
30799,1
30800,1
30816,0
30830,1
30831,0
30836,0
30838,0
30840,0
30841,0
30856,0
30859,0
30871,0
30872,0
30876,0
30883,0
30891,0
30905,0
30912,0
30933,1
30937,0
30939,0
30946,0
30948,0
30965,0
30968,0
30972,0
30981,1
31000,0
31005,0
31008,0
31010,0
31019,0
31020,0
31029,0
31039,0
31042,0
31048,0
31056,0
31060,0
31065,0
31088,1
31096,0
31107,0
31110,0
31111,0
31117,0
31127,0
31143,0
31145,0
31155,0
31159,0
31162,1
31166,0
31168,0
31170,0
31179,0
31180,0
31190,0
31202,0
31203,0
31211,0
31214,0
31221,1
31239,0
31247,1
31248,0
31253,0
31262,0
31271,0
31272,0
31274,0
31279,1
31284,0
31290,0
31306,0
31308,0
31311,0
31323,0
31328,0
31341,0
31346,0
31348,0
31358,1
31360,0
31361,0
31368,1
31377,0
31388,0
31400,0
31406,0
31409,0
31410,0
31411,1
31412,0
31416,0
31422,0
31445,0
31449,0
31459,1
31461,0
31465,0
31479,0
31482,0
31483,0
31484,0
31492,0
31503,0
31515,0
31522,0
31524,1
31528,0
31531,0
31539,0
31544,0
31548,0
31552,0
31559,0
31573,0
31574,0
31591,0
31595,0
31609,0
31613,0
31615,0
31620,1
31625,0
31628,0
31636,0
31642,0
31663,1
31671,0
31679,0
31690,0
31712,0
31713,1
31743,0
31744,0
31747,0
31751,0
31760,0
31761,0
31762,1
31765,0
31768,0
31772,0
31773,0
31787,0
31797,0
31805,0
31806,0
31810,0
31812,1
31818,1
31819,0
31820,0
31821,0
31863,0
31869,0
31871,1
31903,1
31919,0
31927,0
31931,1
31940,1
31976,0
31978,0
32025,0
32033,0
32035,0
32039,0
32040,0
32050,0
32051,0
32052,0
32053,0
32057,0
32059,0
32070,1
32078,0
32086,0
32096,1
32098,0
32100,0
32117,0
32119,0
32125,0
32134,1
32138,0
32163,0
32175,0
32178,0
32182,0
32187,0
32195,1
32196,0
32200,0
32201,0
32209,0
32212,0
32214,1
32216,0
32217,0
32218,0
32223,1
32226,1
32242,0
32258,0
32261,1
32263,0
32265,0
32272,0
32274,0
32280,0
32282,0
32291,0
32310,0
32317,0
32319,0
32321,0
32329,0
32330,0
32335,0
32361,0
32364,0
32366,1
32367,0
32370,0
32373,0
32383,0
32388,1
32395,0
32401,0
32403,0
32405,0
32412,0
32428,1
32434,0
32454,0
32457,1
32465,1
32468,0
32502,0
32504,0
32508,0
32515,1
32523,0
32525,0
32547,0
32548,0
32549,0
32551,0
32553,0
32555,0
32558,0
32563,0
32571,0
32577,1
32588,1
32591,0
32600,1
32603,0
32604,0
32619,0
32622,0
32624,0
32635,0
32646,0
32648,0
32654,0
32660,0
32674,0
32675,0
32680,0
32696,0
32698,1
32699,0
32712,0
32719,0
32726,0
32730,0
32732,0
32734,0
32750,0
32754,0
32758,0
32759,1
32761,0
32775,0
32777,0
32779,0
32788,0
32791,1
32799,0
32801,0
32818,0
32835,0
32859,0
32863,0
32867,0
32868,0
32871,0
32874,0
32885,0
32886,0
32900,0
32921,0
32924,0
32927,1
32928,0
32935,0
32939,1
32987,0
32992,0
32999,0
33003,0
33005,0
33014,0
33015,0
33017,0
33025,0
33027,0
33033,0
33039,0
33055,0
33059,0
33084,0
33105,0
33110,0
33113,1
33116,0
33132,0
33141,0
33152,0
33155,0
33159,0
33160,1
33165,0
33184,0
33194,0
33199,0
33208,0
33211,0
33216,0
33235,0
33249,0
33252,0
33254,1
33258,0
33264,0
33269,0
33272,0
33277,1
33280,0
33295,0
33296,1
33299,0
33301,0
33306,1
33310,0
33314,0
33324,0
33328,0
33345,0
33350,0
33351,0
33358,0
33374,0
33388,0
33398,0
33400,0
33402,0
33415,0
33421,0
33423,0
33425,0
33439,0
33444,1
33448,0
33452,0
33463,0
33466,0
33471,0
33485,0
33486,1
33492,0
33493,0
33497,0
33500,0
33518,0
33526,1
33532,0
33534,0
33536,0
33550,1
33553,0
33554,0
33564,0
33577,0
33585,0
33586,0
33587,0
33597,0
33601,0
33603,1
33605,0
33618,0
33621,0
33623,0
33624,0
33639,0
33648,0
33653,1
33672,0
33674,1
33685,0
33693,0
33694,0
33698,1
33706,0
33710,0
33715,0
33728,0
33732,1
33755,0
33761,0
33806,0
33833,1
33839,0
33844,0
33852,0
33855,0
33862,0
33866,0
33867,0
33878,1
33879,0
33885,0
33886,0
33895,0
33901,0
33924,0
33950,0
33955,0
33956,0
33965,1
33976,0
33982,1
33989,0
33993,0
33998,0
34004,0
34010,0
34012,0
34014,0
34020,0
34025,0
34028,1
34033,0
34035,0
34041,0
34048,0
34055,0
34056,0
34060,0
34074,0
34078,0
34087,0
34089,0
34108,0
34109,0
34119,0
34123,0
34136,0
34139,0
34142,0
34147,0
34152,0
34167,0
34179,0
34181,1
34189,1
34199,0
34204,0
34210,0
34211,0
34216,0
34218,0
34219,1
34228,0
34256,0
34260,0
34261,0
34267,1
34271,1
34273,0
34279,0
34281,0
34284,0
34297,0
34307,0
34309,0
34310,0
34314,0
34315,0
34317,0
34318,0
34331,0
34355,0
34360,1
34362,0
34365,0
34375,0
34382,0
34404,0
34441,0
34442,1
34446,1
34449,0
34451,0
34452,0
34455,0
34464,0
34472,0
34496,0
34504,0
34507,0
34525,0
34533,0
34538,0
34545,0
34559,0
34569,0
34570,0
34575,0
34576,0
34578,1
34581,0
34586,0
34589,0
34602,0
34612,0
34618,1
34627,0
34642,0
34643,1
34659,0
34670,0
34674,0
34678,0
34681,0
34686,0
34688,0
34698,0
34702,0
34703,0
34708,0
34724,0
34725,0
34727,1
34728,0
34731,0
34735,0
34751,0
34752,0
34756,0
34758,0
34762,1
34769,0
34773,0
34774,0
34777,0
34781,0
34788,0
34790,0
34792,0
34799,0
34800,0
34801,0
34827,0
34833,0
34835,0
34843,0
34845,0
34846,0
34868,0
34869,0
34882,0
34883,0
34887,0
34901,0
34914,1
34918,1
34925,0
34926,0
34928,0
34930,0
34942,0
34949,0
34967,1
34979,1
34980,0
34983,0
35005,0
35008,0
35015,0
35022,0
35024,1
35026,0
35027,0
35029,1
35043,0
35047,0
35048,0
35049,0
35060,0
35073,0
35080,1
35081,1
35085,0
35087,0
35089,0
35090,0
35102,0
35120,0
35129,0
35130,0
35141,0
35146,1
35147,0
35152,0
35160,0
35180,0
35198,0
35205,0
35206,0
35207,0
35220,0
35221,0
35243,0
35253,0
35254,0
35261,1
35264,0
35269,0
35270,0
35272,0
35280,0
35295,1
35296,0
35298,0
35307,0
35315,1
35316,0
35318,0
35328,0
35336,0
35342,0
35357,1
35363,0
35367,0
35371,0
35376,0
35385,0
35392,0
35395,0
35401,0
35419,0
35445,0
35456,0
35460,0
35468,0
35474,0
35487,0
35494,0
35499,0
35500,0
35512,1
35515,0
35525,0
35532,0
35542,0
35557,0
35558,0
35566,0
35587,0
35588,0
35589,0
35606,0
35622,0
35627,0
35631,1
35637,0
35640,0
35647,0
35669,0
35672,0
35679,0
35683,0
35686,0
35690,0
35693,0
35694,0
35702,0
35704,1
35706,0
35713,0
35727,0
35733,1
35741,0
35749,1
35751,0
35757,0
35760,0
35781,1
35788,0
35799,0
35800,0
35802,0
35805,0
35806,0
35809,0
35811,0
35819,1
35828,0
35837,0
35840,0
35841,0
35846,0
35859,0
35875,0
35876,0
35891,0
35900,0
35901,0
35908,0
35912,0
35923,0
35925,0
35932,0
35933,0
35935,1
35944,0
35954,0
35959,0
35963,0
35976,0
35977,0
35986,0
35987,1
35996,0
36006,0
36008,0
36012,0
36015,0
36026,0
36032,0
36036,0
36039,0
36053,0
36062,0
36064,0
36087,0
36089,1
36105,0
36106,0
36114,0
36116,0
36117,0
36123,0
36125,1
36137,0
36145,0
36147,1
36156,0
36165,0
36177,0
36181,0
36182,0
36186,0
36191,0
36199,1
36212,0
36213,0
36218,0
36225,0
36239,0
36258,0
36261,0
36269,0
36271,1
36284,0
36286,0
36290,0
36292,0
36294,0
36297,0
36324,0
36333,1
36338,0
36343,0
36344,0
36347,0
36348,0
36351,0
36354,0
36366,1
36374,0
36379,0
36387,0
36390,0
36394,0
36401,0
36403,0
36429,0
36430,0
36436,0
36438,0
36440,0
36448,0
36453,0
36454,0
36457,0
36464,0
36466,0
36483,0
36487,0
36490,1
36492,0
36493,0
36496,0
36501,1
36506,0
36507,0
36509,0
36514,0
36530,0
36539,0
36556,1
36557,0
36559,0
36561,0
36576,0
36586,1
36592,0
36598,0
36625,0
36630,0
36632,0
36641,0
36643,0
36649,0
36670,0
36673,0
36695,0
36697,0
36699,1
36701,0
36710,1
36711,0
36717,0
36718,0
36724,0
36739,0
36755,0
36772,0
36780,0
36808,0
36810,1
36811,0
36824,0
36826,0
36827,1
36830,0
36833,0
36842,0
36857,0
36867,1
36868,0
36876,0
36888,1
36890,0
36892,0
36895,0
36896,0
36901,0
36906,0
36909,0
36923,0
36928,0
36933,0
36938,0
36943,0
36946,0
36949,0
36950,0
36958,0
36961,1
36965,0
36994,1
36997,0
36999,0
37002,0
37023,0
37039,0
37047,0
37050,0
37062,0
37066,0
37072,0
37075,0
37077,0
37092,0
37103,0
37105,0
37107,1
37109,0
37110,0
37118,0
37121,0
37122,0
37123,0
37149,1
37157,1
