index,tweet
12710,"गोवा की 40 सीटों पर एक चरण में होगा चुनाव...

चुनाव तारीख: 14 फरवरी
#AssemblyElections2022 #GoaElections2022"
12714,"मनोहर पर्रिकर के बेटे उत्पल क्यों हैं BJP से नाराज़? 
#GoaElections2022 #Goa 

https://t.co/jG5E2tqqB2"
12718,"गोवा चुनाव से पहले शिवसेना और राकांपा ने गठबंधन की घोषणा की
#GoaElections2022 #NewsIndia24x7 
https://t.co/ocrss3F7RJ"
12723,#Delhities को दो बार मुफ्त के नाम पर मुर्ख बनाया और कांग्रेस तो सालोसे मुर्ख बना रही है. क्या मुफ्त के लालचुओ को अभी भी कुछ समज में नहीं आता. #GoaElections2022 #UttarakhandElection2022 #UttarPradeshElections2022 @BJP4Maharashtra @BJP4UP @BJP4UK @BJP4Goa https://t.co/6aUJTQuT00
12739,"देश के जागरूक मतदाता अपने अधिकार का प्रयोग ज़रुर करिए...
#GoaElections2022
#UttarakhandElections2022
#UttarPradeshElections2022"
12740,"क्या इस बार #Goa में बदलेंगे आंकड़े ?

https://t.co/ZPOxJHeo2j

#IndiaAheadHindi #GoaElections2022 #AssemblyElections #TMC #AamAadmiParty #ShivSena"
12742,"क्या आपको लगता है कि कोई चुनावी नेता सत्ता में आते ही गरीब मजदूर-किसानों की समस्याओं को सुनने लगेंगे?
#GoaElections2022 
#PunjabElections2022 
#ManipurElections2022 
#UttarakhandElections2022 
#UttarPradeshElections2022"
12751,"7 चरणों में चुनाव होंगे. 
10 मार्च को भाग्य तय होगा...
UP में 7 चरण, मणिपुर में 2 और बाकी पंजाब, उत्तराखंड, गोआ में 1 चरण में होगा चुनाव
#UPElections2022 #Manipur #GoaElections2022 #ElectionCommission #PunjabElections2022 #Uttarakhand"
12754,"मनोहर पर्रिकर के बेटे उत्पल को BJP ने नहीं दिया टिकट, हो सकते हैं बागी
#GoaElections2022 
https://t.co/ncn6JQUUoy"
12760,"उत्तर प्रदेश,गोवा,उत्तराखंड, मणिपुर,के साथ पंजाब भी हार रही है भाजपा,  भाजपा नेतृत्व बौखला के उल्टी सीधी हरकत करने लगा।विपरीत दिशा में हाथ पैर मारना व्यर्थ है।
#अखिलेश_आ_रहे_हैं #channi #uttrakhandwithcongress #GoaElections2022 #manipurwithcongress https://t.co/Qi9mg7iIjD"
12761,"गोवा में AAP के सीएम पद के उम्मीदवार अमित पालेकर ने किया मतदान, कहा गोवा में लोग  चाहते हैं बदलाव. '

@AAPGoa @AmitPalekar10 
#GoaElections2022 #GoaElections https://t.co/0UEJCBJN2Q"
12762,"Goa Election 2022: सत्तेसाठी कायपण; भाजपने बोलावली आमदारांची उच्चस्तरीय बैठक 
#BJP #DevendraFadnavis #LaxmikantParsekar #UtpalParrikar #Congress #GoaElections2022 #DainikGomantakNews 
https://t.co/51Xi4qCST7"
12787,"पंजाब का महापोल 2022 
AAP सबसे बड़ी पार्टी के तौर पर 51-57 सीट जीत सकती है
#News18_India का #महापोल_LIVE

#Assemblyelections2022 #OpinionPoll #News18IndiaMahapoll #UpElections2022 #PunjabEletions2022 #UttarakhandElections2022
#GoaElections2022 #ManipurElections2022 https://t.co/g83kWyFkho"
12801,"टिकट नहीं मिलने से नाराज गोवा के पीडब्ल्यूडी मंत्री ने #BJP से दिया इस्तीफा, निर्दलीय उम्मीदवार के रूप में लड़ेगे विधानसभा चुनाव
#GoaElections2022 
https://t.co/scCdo4Kmua"
12817,"गोवा की जनता को दिख नहीं रही है #AAP में आशा, क्योंकि केजरीवाल है दिल्ली की सबसे बड़ी निराशा।

#GoaElections2022 #KejriwalCheatedDelhi https://t.co/D08oVimAgZ"
12819,"गोआ : TMC को झटका लौरेंको ने 27 दिन बाद ही छोड़ी पार्टी, कांग्रेस से इस्तीफे देकर TMC में शामिल हुए थे
#GoaElections2022"
12823,"सबसे पहले बदलाव कहा होना चाहिए ?
1  आप की सोच में ताकि खुद से सही व् गलत को समझ सके 
2  फिर उस समझ से बदलाव सत्ता में, ताकि देश व् समाज में सुधार 
#EkMaukaKejriwalKo @AamAadmiParty @dilipkpandey #UttarPradeshElections2022  #PunjabElection2022 #GoaElections2022"
12824,"आप' ने मनोहर पर्रिकर के बेटे को पार्टी में शामिल होने का दिया ऑफर
@AamAadmiParty #GoaElections2022 #janbhawanatimes

https://t.co/qBqSuGYy35"
12832,"@sameersharmaa @PrinceArihan भरोसा हैं,
#आयेंगे_तो_SavioRodrigues_ही 
#आएगी_बीजेपी_ही 
#GoaElections2022 
🙏🌹"
12835,"#BreakingNow: गोवा में #AAP के CM कैंडिडेट अमित पालेकर का बयान-  पूर्ण बहुमत नहीं आने पर किसी से भी गठबंधन

@Ankit_Tyagi01 #LogTantra #Goaelections2022 https://t.co/KeiKTVBfkK"
12856,"गोवा के पूर्व मुख्यमंत्री मनोहर पर्रिकर के बेटे उत्पल ने बीजेपी से बागवत कर दी है

उनको हाईकमान टिकट नहीं दे रहा, जिस वजह से वो पणजी से निर्दलीय उतर सकते हैं

केजरीवाल ने आज उनको आम आदमी पार्टी में शामिल में होने का न्योता दिया है

#Goa #GoaElections2022 #ManoharParrikar #BJP"
12870,"आज गोवा मे काँग्रेस प्रत्याशियो के प्रचार के लिए आदरणीय @priyankagandhi जी ने दौरा किया। उस वक्त साथ मे काँग्रेस की राष्ट्रीय प्रवक्ता @LambaAlka जी

#GoaElections2022 https://t.co/yFwttsjHfr"
12871,"गोवा विधानसभा चुनाव में किस पार्टी को कितनी सीटे ?

(@pradip103, @jankibaat1)
#GoaPollWithPradeep #GoaElections2022 https://t.co/tukjgm6znS"
12893,"इन पार्टियों ने मिल कर गोवा पर 24 हज़ार करोड़ रुपए का कर्जा चढ़ा दिया। अगर आप इन्हें दोबारा वोट देंगे तो 5 साल में 50 हज़ार करोड़ और उसके बाद 1 लाख करोड़ का कर्जा चढ़ा देंगे। @ArvindKejriwal 

#GoaElections2022 #ElectionNewstrack https://t.co/QCCcW8vcaM"
12899,"होने वाले चुनावों पर होगा तारीखों का एलान, शाम 3.30 बजे निर्वाचन आयोग जारी करेगा चुनावी कार्यक्रम
#ElectionCommission #ECI #AssemblyElections2022 #UPElection2022 #UttarPradeshElections2022 #PunjabElections2022 #GoaElections2022 #ManipurElection2022
https://t.co/Mkbx4r1vZA"
12904,"Goa Election 2022: पत्रकारों को लुभाने की योजना, यहां जाने गोवा चुनाव का हाल

#GoaElections2022
#ElectionNewstrack #Goa
#chunav #Election2022

https://t.co/wFWxj9vXIZ"
12914,"#BreakingNews: गोवा में केजरीवाल का बीजेपी पर हमला,  कहा- बीजेपी ने 15 साल में सिर्फ घोटाले किए

(@ArvindKejriwal)

#GoaElections2022 #IndiaNews #ITV https://t.co/oUwzg0LuZr"
12921,"एक उंगली और दो.. आज के दिन अपने प्रदेश अपने देश को अपना Valentine समझें और नायाब तोहफ़ा दें 
#ValentinesDay2022 #UPElection2022 #UttarakhandElections2022 #GoaElections2022 #UPElections22"
12930,"आज वैलेंटाइन्स डे मनाना और कमल के बटन को दबाना दोनों हराम है |

#ValentinesDay #BJP_हटाओ_देश_बचायो #GoaElections2022 #UPElections2022 #UttarakhandElections2022"
12953,"गोवा में भाजपा ने 15 साल राज किया मैं पूछना चाहता हूं कि इन 15 सालों में भाजपा ने गोवा के लोगों के लिए क्या किया? कुछ भी नहीं किया भाजपा ने 15 सालों में सिर्फ घोटाले किए' - अरविंद केजरीवाल

@ArvindKejriwal | @AamAadmiParty | #GoaElections2022 | #ZeeSalaamTweet | https://t.co/bxBiexKbTZ"
12964,@AamAadmiParty @ArvindKejriwal मेरी मेहनत का टैक्स का पैसा मुझसे पूछे बगेर लूटा रहे हो? महिलाओं के लिए काम के ideas लाओ और उन्हें आत्मनिर्भर बनाओ - वोट के लिए मुफ़्त की राजनीति बंद करो। #GoaElections2022
12971,"Goa Elections 2022.. AAP के 13 सूत्री चुनावी वादे, वोटरों को लुभाने की नीति तैयार।
@ArvindKejriwal @AamAadmiParty @AAPGoa 
#AssemblyElections2022 #Elections #Election2022 #GoaElections2022 #AamAadmiParty #Goa 

https://t.co/jEzFdtfrvg"
12984,"कांग्रेस ने 36/37 उम्मीदवारों की घोषणा की है और जल्द ही हम उस आखिरी सीट के लिए भी उम्मीदवार की घोषणा करेंगे। कांग्रेस पार्टी में मेरा बहुत विनम्र स्थान है, जो कोई भी कांग्रेस से अलग हुआ है, उसे वापस नहीं लिया जाएगा: कांग्रेस नेता पी.चिदंबरम 
#GoaElections2022 @sdeo76"
12993,"Goa Assembly Elections के लिए बीजेपी ने जारी की 34 उम्मीदवारों की लिस्ट, जानें किसे कहां से मिला टिकट

@NirajPandeyLive 

#Goa #GoaElections2022 #BJP 

https://t.co/8ttjSSvP10"
13003,"#BJP छोड़ कर सभी पार्टयों से अपील है की #EVM स्ट्रांग रूम की निगरानी करते रहे 👮‍♂️, जब तक वायरस है तब तक ढिलाई नहीं !

#UttarPradeshElections #uttarakhandElections #PunjabElections #ManipurElections #GoaElections2022 #BJPLies #BJPfails #modimadedisaster"
13014,"गोवा चुनाव: शिवसेना और टीएमसी ने साथ चुनाव लड़ने का ऐलान किया, कांग्रेस से गठबंधन की कोशिशें विफल होने के बाद फैसला

#GoaElections2022 #Shivsena #TMC 

https://t.co/jLz6Gd6d3I"
13018,"गोवा में राहुल का हिंदू कार्ड, डोर-टु-डोर चुनाव प्रचार के दौरान घर में की पूजा, लोगों के साथ खिंचवाई सेल्फी

#RahulGandhi | #GoaElections | #GoaElections2022 | #Congress 

https://t.co/LnBX4KohiJ"
13024,#गोवा में विधानसभा चुनाव के लिए प्रचार चल रहा है। इस बीच कांग्रेस और आम आदमी पार्टी समेत विपक्षी दल चुनाव के बाद अपनी-अपनी पार्टी में विभाजन को रोकने की चुनौती का सामना कर रहे हैं। #GoaElections2022
13028,"अबकी बार
.
.
सबको पता है यार
🌷🌷👍🏼👍🏼😀😀

#PunjabElections2022 
#UPElections2022 
#GoaElections2022 
#Election2022"
13029,"गोवा में राजनीतिक गतिविधियां तेज, एमजीपी पर भाजपा-कांग्रेस की नजर, तोड़फोड़ से बचने के लिए प्रत्याशियों को होटल भेज रहा विपक्ष

#Politics #NationalNews #BJP #Congress #GoaElections2022 
https://t.co/QLOYbmXPwv"
13033,"मोदी जी आप क्यों फालतू में मेहनत कर रहे है, हम हैं ना, देखिये बना दी सरकार 🤣🤣
@AnumaVidisha @ShyamMeeraSingh @HansrajMeena 
#GoaElections2022 https://t.co/aE8jfoPFLK"
13036,"#GoaElections2022: कांग्रेस नेता #RahulGandhi गोवा चुनावों के लिए करेंगे वर्चुअल रैली, इस वजह से खास होगा यह कार्यक्रम  

#Goa #AssemblyElections2022 #Congress

https://t.co/us9I1ZEMKX"
13047,"#GoaElections2022 योगी जी को चुनना जिनकी वजह से आपका घर-परिवार ""सुरक्षित"" रहे।
टोंटी को मत चुन लेना जिसकी वजह से आपको लिखना पड़े,
''यह घर बिकाऊ हैं """
13050,"तृणमूल कांग्रेस को झटका: लौरेंको ने 27 दिन बाद ही छोड़ी पार्टी, कांग्रेस से इस्तीफे देकर टीएमसी में शामिल हुए थे
#GoaElections2022 
https://t.co/UQbUaqNsVg"
13055,"#BreakingNow | 'हमें क‍िसी की जरूरत नहीं पड़ेगी, हम बहुमत से सरकार बनाएंगे' - गोवा सीएम @DrPramodPSawant

#GoaElections2022 #Politics @Anant_Tyagii @Aruneel_S https://t.co/9xmyk71zYY"
13062,"@RoflGandhi_ नन्दू जो नेउता/आमंत्रण दे आया है उसका किया?
#GoaElections2022"
13065,"टेलीप्रॉमटर के हटते हि मोदी हकलाने लगे।
अखिलेश को देख योगी घबराने लगे।
जनता के जागने से संघी झुंझलाने लगे।
पंजाब,गोवा,उत्तराखंड,मणिपुर में भाजपाई हिनहिनाने लगे।
माहौल कह रहा है देश के अच्छे दिन आने लगे।।
#AkhileshYadav #अखिलेश_आ_रहे_हैं 
#पंजाब_माफ_नहीं_करेगा #GoaElections2022 https://t.co/t24OxL4uYZ"
13073,"जनता के इस प्यार के सामने नफरतों के सैलाब थमेंगे. हम लड़ेंगे. जीतेंगे.
❤️🇮🇳❤️

#GoaElections2022 https://t.co/NZnfuxzltw"
13075,"हमारे लिए गोवा के लोग VIP हैं। जितनी तेजी से प्रधानमंत्री के लिए हेलीपैड बना उतनी ही तेजी से गोवा में सड़कें, बस स्टैंड और अन्य चीजें बनेंगी और आपके सभी काम होंगे: AAP संयोजक और दिल्ली के मुख्यमंत्री अरविंद केजरीवाल, पणजी, गोवा
#GoaElections2022 @ArvindKejriwal https://t.co/XYbqczYrPX"
13076,"उत्तराखंड,पंजाब और गोवा में एक ही चरण में होंगे चुनाव । 
14 फरवरी को होंगे चुनाव और 10 मार्च को होगी मतगणना । 
#UttarakhandElections2022  
#PunjabElections2022  
#GoaElections2022 https://t.co/Kcw4bC79WG"
13077,"#GoaElections2022 
आम आदमी पार्टी के राष्ट्रीय संयोजक अरविंद केजरीवाल ने दाबोलिम के गणपति मंदिर में दर्शन किए
@ArvindKejriwal https://t.co/FQrDkfxlwC"
13086,"गोवा की अपनी एक खास संस्कृति और पहचान है, और गोवा सबको साथ लेकर भी चलता है। जिनको गोवा की इस संस्कृति की परवाह नहीं है, उन्होंने गोवा को अपने भ्रष्टाचार का लूटतंत्र बनाकर रखा था। लेकिन भाजपा ने गोवा के लिए स्वयंपूर्ण गोवा का मंत्र दिया: PM मोदी #GoaElections2022"
13091,"आरंभ हैं प्रचंड...!
#ShivsenaForGoa 🚩#GoaElections2022 https://t.co/I2CqVn6jnK"
13092,"#ElectionsWithNL: #Goa के मतदाता क्या चाहते हैं चुनावों में?

देखिए #MorningShow में @BeechBazar, @MnshaP और @Memeghnad के साथ.

#AnotherElectionShow #GoaElections2022 

देखिए: https://t.co/qh9yuqsKZT https://t.co/2pifEiMePH"
13096,"Assembly elections 2022: खत्म हुए चुनाव प्रचार, उत्तर प्रदेश, गोवा और उत्तराखंड में 14 फरवरी को होने वाले हैं मतदान

#AssemblyElections2022 #Elections2022 #UttarPradeshElections #UttarakhandElections #UttarakhandElections2022 #GoaElections2022 #InKhabar 

https://t.co/q6QWBqenni"
13107,"गोवा चुनाव के लिए बीजेपी उम्मीदवारों की लिस्ट -

#GoaElections2022 https://t.co/YWOXbtwRIc"
13120,"पंजाब व उत्तराखंड और
गोवा में #कांग्रेस और यूपी में #गठबंधन 
कुछ ऐसे होगा भाजपा के अहंकार का अंत!

#PunjabElections 
#GoaElections2022 
#UttarPradeshElections
#UttarakhandElections2022"
13122,"आपका मत विकास, भाईचारा, आइडिया ऑफ इंडिया, किसानों, महिलाओं, युवाओं, समाज के हर तबके के हित में पड़े।

देश को बांटने वालों, नफरत फैलाने वालों को सबक सिखाइए। एक एक व्यक्ति के हित के बारे में सोचकर मतदान करिए।
#GoaElections2022 #UttarakhandElections2022 #UttarPradeshElections2022"
13129,"कांग्रेस के स्टार प्रचारको के लिस्ट से सोनियां गांधी और डॉ. मनमोहन सिंह का नाम हटाया गया.. 
स्वास्थ्य ठीक ना होने की वजह से स्टार प्रचारक नही होंगे सोनियां गांधी और डॉ. मनमोहन सिंह
#UPElections2022 @INCIndia #GoaElections2022 
#PunjabElections2022 
#Election2022 https://t.co/HAubS12aF1"
13131,"@SurrbhiM @ManojMehtamm अब तो धरने देने वालों के यहां ही धरने लग रहे हैं। झूठ और फरेब से बचो, उल्लू 🦉 मत बनो।
ये है @ArvindKejriwal जी का ""दिल्ली मॉडल""।

#PunjabElection2022 #GoaElections2022

@INCDelhi"
13133,"पांच राज्यों के चुनाव परिणाम को लेकर
News24 और Today's Chanakya का सबसे सटीक विश्लेषण ,7 मार्च को News24 पर। @news24tvchannel
#UPElections
#GoaElections2022 
#panjabelection 
#uttrakhandelection 
#ManipurElections https://t.co/wg2euwZTaQ"
13149,"सरकार बनाने के लिए यूपी, पंजाब, गोवा, उत्तराखंड और मणिपुर में कितनी सीटें चाहिए, जानिए सबकुछ

#UPElections #PunjabElection #UttarakhandElections2022 #ManipurElection2022 #GoaElections2022 

https://t.co/AE55eMHSKH"
13153,"विकास आपका हक, वोट आपका अधिकार।

Please Go And Cast Your #Vote Wisely.

#UttarPradeshElections2022
#UttarakhandElections2022
#GoaElections2022"
13154,"70 साल के अखंड  परिवार नियंत्रीत पार्टी के सरकार के बावजुद @RahulGandhi की गाडीअभी भी यही पर अटके हुए है......🤦‍♂️
#CongressMuktBharat 
#CongressAhead 
#GoaElections2022 https://t.co/EeJkj1XGYa"
13155,"गोवा में विधानसभा चुनाव नजदीक आते ही दल-बदल का सिलसिला शुरू है. जिसके तहत अब कांग्रेस नेता जोसेफ सिकेरा बीजेपी में शामिल हुए हैं. 

#JosephSequeira #Goa #AssemblyElections2022 #BJP #Congress #GoaElections2022

https://t.co/sn12sRncz5"
13157,"JP Nadda ने Goa सरकार का रिपोर्ट कार्ड किया जारी, इस दौरान उन्होंने #Congress पर जमकर हमला बोला तो वहीं मौजूदा सरकार की पीठ थपथपाई

#GoaElections2022 | #Elections2022 #JPNadda  

https://t.co/yEtj0GklqS"
13162,"चुनाव प्रचार का है ज़ोर।
झूठ मज़बूत...सच पड़ रहा कमज़ोर!
#PunjabElection2022
#UPElection2022 
#GoaElections2022"
13165,"#Goa के वास्को में गृह मंत्री और #BJP नेता #AmitShah-
जब जम्मू-कश्मीर से अनुच्छेद 370 को हटाने का बिल संसद में पेश किया गया, तो विपक्ष के लोग कहते थे कि कश्मीर में खून की नदियां बहेंगी। लेकिन पत्थर तो छोड़ो, किसी की कंकड़ मारने तक की हिम्मत नहीं हुई।#GoaElections2022 |#News1India https://t.co/QUkik5vGyr"
13175,"#Goa चुनाव में P.Chidambaram के वोट काटने के आरोपों पर #CM केजरीवाल का पलटवार 

'सर, रोना बंद कीजिए- “हाय रे, मर गए रे, हमारे वोट काट दिए रे” :  #ArvindKejriwal  | #GoaElections2022 | #Elections | https://t.co/Qaszp21pI2"
13176,"Goa Election 2022: पूर्व CM लक्ष्मीकांत पारसेकर ने किया पार्टी छोड़ने का ऐलान, आज देंगे इस्तीफा 
https://t.co/WwMgjpo06k 
#goa #GoaElections2022"
13179,"#GOA  विधानसभा चुनाव के लिए #BJP  ने अपने 34 उम्मीदवारों की लिस्ट जारी की,

 पूर्व #CM  मनोहर पारिकर के बेटे का नाम लिस्ट में शामिल नहीं। 

#GoaElections2022 
#BJP https://t.co/StrkDOrKJg"
13192,"#GoaElections2022 | उत्कल पर्रिकर ने कहा- “मैंने पार्टी को समझाने की पूरी कोशिश की कि मुझे पणजी सीट के आम लोगों का समर्थन प्राप्त है, लेकिन मुझे उम्मीदवार नहीं बनाया गया.”
#BJP 

https://t.co/DDwdHNM9jY"
13201,"MUST READ | अमित पालेकरांचा उमेदवारी अर्ज दाखल
@AAPGoa @AmitPalekar10 #candidatelist #GoaElections2022 #AssemblyElections2022 @ArvindKejriwal @AtishiAAP 

सविस्तर वाचण्यासाठी Link - https://t.co/aY9xxUmWb1"
13203,"एडवोकेट अमित पालेकर होंगे गोवा में आम आदमी पार्टी का CM चेहरा।

#AmitPalekar #GoaElections2022 #AapkaCM https://t.co/3qiZ56ha7v"
13205,"#GoaElections2022 में जातीगत समीकरण जोड़ने वाला...
#UPElections2022 में विकास के बदले शमशान घाट और कब्रस्थान की बात करने वाला...
#PunjabElection2022 में जिसकी नीतियां पंजाबियत के विरुद्ध है...

वह #अरविंद_केजरीवाल/#आप_पार्टी
RSS पुरस्कृत BJP की B टीम है।

RSS 🚩 जनसंघ ➡️भाजपा➡️आप https://t.co/oxfFDPmNej"
13206,"गोवा में दोपहर 1 बजे तक 44.62 प्रतिशत मतदान हुआ--((सीट वाइज डिटेल))

#गोवानिवडणूक
#गोवा 
#GoaElections2022 
#GoaElectionwithIndiaTv 
@IndiaTVHindi 
@indiatvnews https://t.co/oEeAR2Jodc"
13215,"राहुल गांधी ने गोवा के डोना पौला में पर्यटन प्रतिनिधियों, शैक मालिकों और सीआईआई प्रतिनिधियों से मुलाकात की। 
#RahulGandhi #GoaElections2022 #Congress https://t.co/ffze0FXdzY"
13219,"उत्तर प्रदेश की 55, गोवा की 40 और उत्तराखंड की 70 विधानसभा सीटों पर वोटिंग हो रही #AssemblyElections2022 #UttarPradeshElection2022 #UttarakhandElections2022 #GoaElections2022 #Election2022 
https://t.co/n2MIGQf3LG"
13221,गोवा चुनाव के लिए @BJP4India उम्मीदवारों की पूरी सूची। #GoaElections2022 @sdeo76 https://t.co/D82vqZqHqS
13224,"पुराने से पुराने रोगों का इलाज सफलतापूर्वक गारंटी के साथ होता है !
Dr @ArvindKejriwal 
फीस मात्र 1 वोट✌
#PunjabElection2022 #Uttrakhand #GoaElections2022 #UPElection2022"
13235,"गोवा : अमित पालेकर होंगे AAP के मुख्यमंत्री पद के उम्मीदवार 

#GoaElections2022 #AAP @ArvindKejriwal @AAPGoa @AmitPalekar10 @AtishiAAP https://t.co/0PPz3eAw2x"
13253,"राहुल गांधी ने दावा करते हुए कहा कि सरकार बनेगी तो कांग्रेस पार्टी की ही बनेगी. इस दौरान राहुल ने BJP पर भी निशाना  साधा है.

#GoaElections2022 #RahulGandhi #AssemblyElections2022 

https://t.co/crw8q959wg"
13254,"#COVID19 के मामलों को देखते हुए @ECISVEEP के दिशानिर्देश

- सभी चुनाव कर्मियों को बूस्टर डोज़ दी जाएगी।
- 18 साल से अधिक अधिकतम लोगों का वैक्सीनेशन जल्द से जल्द पूरा हो।

#UPElections2022 
#PunjabElections2022 
#UttarakhandElection2022
#GoaElections2022 
#ManipurElection2022"
13256,"होटल, कॉफी की दुकानों, बंजी जंपिंग और हॉट एयर बैलून की सवारी पर खास छूट, ये कुछ ऐसे ऑफर्स हैं, जो गोवा में लोगों को मतदान केंद्र तक लाने के लिए दिए जा रहे हैं.

#GoaElections2022 #AssemblyElections2022 #GoaElections #Goa

https://t.co/U7FqfJl8Nu"
13262,"भास्कर इंडेप्थ: 5 राज्यों के एग्जिट पोल के नतीजे आने शुरू; बिहार-हरियाणा और बंगाल में औंधे मुंह गिरे थे सभी पोल, जानिए इनका सच
https://t.co/A5pfoTbKwS 
#BhaskarExitPoll #PunjabExitPoll2022  #ExitPolls #UPElections #uttarakhandElections #ManipurElections2022  #GoaElections2022 https://t.co/lwKHsspwBr"
13277,"#GoaElections2022: अमित शाह ने कहा, राज्य में स्थिरता के लिए बीजेपी को वोट करना होगा, #Goaelection2022  #AmitShah ने कहा कि #Goa  के लोगों को बीजेपी के ‘गोल्डन गोवा’ और कांग्रेस के ‘गांधी परिवार का गोवा’ में से किसी एक को चुनना होगा  – Legend News https://t.co/Q71ovaKwLo"
13286,"पॉलिटिक्स के अनुसार भारत में 4 धर्म है
हिन्दू, वोट बैंक, सिक्ख, ईसाई

मिडिया के अनुसार भारत में 4 धर्म हैं 
हिन्दू, समुदाय विशेष, सिक्ख, ईसाई

#UPElections2022 
#PunjabElection2022 
#GoaElections2022 
#manipurelection2022 
#UttarakhandElections2022"
13288,"यूपी में  डबल इंजन की सरकार ने तेजी से विकास के काम किए- Cm Yogi Adityanath

#ElectionWithNN  #UttarPradeshElections2022 #UttarakhandElections2022 #GoaElections2022 #GoVoteUP_Phase2   @myogiadityanath @BJP4UP https://t.co/jkFM5SjqxR"
13291,"गोवा : BJP की लिस्ट से मनोहर पर्रिकर के बेटे का नाम आउट, केजरीवाल ने ऑफर किया टिकट #GoaElections2022"
13301,"उत्पल के पिता और देश के पूर्व रक्षा मंत्री मनोहर पर्रिकर बीजेपी के टिकट पर पणजी से ही पांच बार जीते. इसलिए उत्पल भी पणजी से ही टिकट चाहते हैं. लेकिन खबरें हैं कि बीजेपी ने उन्हें टिकट देने से मना कर दिया है.
@ArvindKejriwal #GoaElections2022 

https://t.co/jCmaJhnfPA"
13302,"#ChunaviMoodOnABP: गोवा में किसे कितनी सीट, कितने वोट?

@romanaisarkhan @Sheerin_sherry 
 
कौन बनेगा मुख्यमंत्री - https://t.co/GE1l0V6KsA

#KBM2022 #KaunBanegaMukhyaMantri #BJP #Congress #AAP #GoaElections2022 #CVoterSurvey https://t.co/frcQvftN4K"
13306,"चुनावी मूड | गोवा में किसे कितने वोट?

@romanaisarkhan @Sheerin_sherry

 कौन बनेगा मुख्यमंत्री | https://t.co/smwhXUzF4C  

#SabseBadaSawal #KBM2022 #ChunaviMood #Goa #BJP #Congress #AAP #KaunBanegaMukhyaMantri #GoaElections2022 #CVoterSurvey https://t.co/C4hPil7Gf4"
13314,काम कहाँ कहाँ ना ले जाए #GoaElections2022 https://t.co/PF0OV7ElCu
13315,"“बहत्तर” (72) के लालच में “बेहतर” (Best) को मत खो देना देश-वासियों, 
वरना खुदकी ज़िंदगी ही नहीं, पर पुरे देश की हालत “बदत्तर” (Worse) हो जाएगी...!

#जयहिंद🇮🇳 #GoVote #VoteKar
#GoaElections2022 #UttarPradeshElections2022 
#UttarakhandElections2022 
#VoteForBJP #VoteForYogi https://t.co/PTmvJZd93v"
13316,"बीजेपी लोगों को लड़ाती है, हम काम की राजनीति करते हैं: CM @ArvindKejriwal 
#ATVideo #ArvindKejriwal #GoaElections2022 (@swetasinghAT) https://t.co/kj3KKYiODO"
13324,"#Elections2022 | 5 राज्यों में होने वाले विधानसभा चुनावों का क्या है पूरा अंक-गणित जानिए यहां👇 

#ETNowSwadesh #UttarPradeshElection2022 #PunjabElections2022 #GoaElections2022 https://t.co/71qX6Iiqnh"
13339,"चुनाव के चक्कर में आपसी रिश्ते खराब ना करें, 
फिल्म की शूटिंग के बाद में गब्बर और ठाकुर सब एक साथ दिखते हैं 😊 

#UPElection2022
#PunjabElections2022 
#GoaElections2022 
#ManipurElections2022 
#UttarakhandElections2022 https://t.co/tjYCXJn4h2"
13344,"केजरीवाल की गारंटी

 जहाँ झुग्गी वहीं मकान

@ArvindKejriwa नतीजा टूटी झुग्गी , नहीं मिले मकान
भीषण सर्दी और बढते हुए क्रोना के वक़्त सड़क पर रहने को मजबूर प्रवासी मजदूर
   केजरीवाल की गारंटी वादा करेंगें लेकिन पूरा नहीं करेँगे
#KejriwalAnthem #YogiReturns #GoaElections2022 https://t.co/44Kho5tnTD"
13347,"नहीं सधा विपक्ष का गठबंधन का गणित, रूठे भी नहीं मान रहे..
@BJP4Goa @visrane
#GoaElections2022 #AssemblyElections2022 #politicalnews #news #LatestNews #Election2022 #UtpalParrikar 

https://t.co/LUpmRKXQi1"
13352,"गोवा में क्या तीसरी बार बीजेपी की सरकार बन पाएगी? देखें आशुतोष की बात।

#GoaElections2022 #BJP #AAP #Congress #Goa #AmitPalekar https://t.co/sjuRxgd3eB via @SatyaHindi"
13357,"BJP कोर कमेटी ने की उत्तराखंड, गोवा चुनावों के लिए उम्मीदवारों के नाम पर चर्चा, 20 को जारी हो सकती है लिस्ट
https://t.co/hZgIAMMIMu
#Election2022 #UttarakhandElections2022 #GoaElections2022"
13359,"Goa में BJP लगाएगी हैटट्रिक, सुनें मशहूर एस्ट्रोलॉजर रोहिताश्व त्रिवेदी जी की भविष्यवाणी | Goa Election 2022 @RohitashwT #GoaElections2022 @BJP4Goa https://t.co/MxJoVP1fm4"
13389,"#Delhi : अरविंद केजरीवाल आज करेंगे बड़ा एलान, गोवा के पणजी में करेंगे प्रेस कॉन्फ्रेंस |
@ArvindKejriwal #GoaElections2022 https://t.co/PQy0BIA1Dv"
13393,"Goa assembly elections: कांग्रेस गोवा के उम्मीदवारों ने ली वफादारी की शपथ
#GoaElections2022 #OathKeepers 
https://t.co/U497ZNKvWK"
13395,"गोवा विधानसभा चुनाव को लेकर शरद पवार ने किया बड़ा खुलासा, गठबंधन पर कहा ये
https://t.co/euB3dlfQKB

#Goa #GoaElections2022 #news #NewsUpdates 

@INCGoa @AAPGoa @GoaBJP https://t.co/TTd7EVRlSi"
