,index,tweet,label
780,51072,"अरविंद केजरीवाल को कुमार विश्वास को बताया खालिस्तानी समर्थक, सियासी बयानबाजी शुरु
#LoksevaNews #KumarVishwas #KumarVishvas 
#ArvindKejriwal #PunjabElections #PunjabElections2022 

https://t.co/rCLcdOO4Be",0
781,51073,@brb1954 कुकुरकाे ताल जस्ताे तपाईलाई शेर ब देउवा र प्रचण्डले ठिक गरे।।थुक्क तपाईकाे गति।।भिख माग्दै हिड्नुस है ।।। https://t.co/TiGpxNWB9x,0
782,51074,"@sunitabrt औधि छ महामारीमा लुटेको भ्याक्सिनमा कमिसन खाएको बहुमतको संसद भारतिय गुप्तचर बोलाएर बेचेको देश र जनतालाईतिन बर्षमा  ऋण दोब्बर बोकाएर गएको पार्टी प्रती सबैको चासो हुनै परो नि !! 
# मङ्सिर४
#NoNotAgain",1
783,51075,प्रचन्डेले पृथ्वी नारायण शाहको प्रसँसा त के चुनावकालागी मुर्ती नै बनाउन पनि पछी पर्दैन ।  #nonotagain,0
784,51076,@GokulPBaskota भोट लिने दाउमा महिला अधिकारको कुरा उठाउदै पुरुष अधिकार समाप्त गर्न लागेका यी पुष्प कमल भन्ने  दानव बाट के आशा गर्नु यिनि जातीय राज्यको नारा उठाउदै यो देशलाई बिधिबत समाप्त गर्ने योजनाकार हुन।यिनिबाट अरु के आश गर्ने?,0
785,51077,"@SurrbhiM @ManojMehtamm अब तो धरने देने वालों के यहां ही धरने लग रहे हैं। झूठ और फरेब से बचो, उल्लू :owl: मत बनो।
ये है @ArvindKejriwal जी का ""दिल्ली मॉडल""।

#PunjabElection2022 #GoaElections2022

@INCDelhi",2
786,51078,हेर नानिबाबुहरु हो भोट हाल्ने भनेको कि एमाले लाइ हो कि काङ्रेसलाइ हो बाकि लाइ घाम मा सुकाइदेउ । @kpsharmaoli @SherBDeuba,1
787,51079,OBC के बड़े नेताओं ने भाजपा को छोड़ा क्या OBC को ठगा गया है भाजपा की सफाई हो रही है क्या यह सफाई 10 मार्च को रुकेगी #UPElections2022 #भाजपासाफ #UttarPradeshElections2022 #swamiprasadmaurya https://t.co/1ec9WbClfc,1
788,51080,"(:white_cane:)लौरो बोक्दा नै भोट:ballot_box_with_ballot: आउने रैछ, कामरेडहरुले बेकारमा बन्दुक :water_pistol:बोकेर देशलाई तर्साए!! :grinning_face::face_with_hand_over_mouth:
बालेन शाह:woman_raising_hand::woman_raising_hand:",0
789,51081,ट्युसन  र @thapagk  थापाको पुरानो सम्बन्ध छ । त्रीचन्द्र क्याम्पसको सभापती हुँदा बागबजारमा हिमाल कोचिङ सेन्टर खोलेर टि सि का विद्यार्थी लाई शक्तिको दुरुपयोग गर्दै अनिवार्य पढ्न लगाएर लुट्नु लुटेका थिए । अहिले कांग्रेस महामन्त्री भएपछी फेरि ट्युसनको स्मरण गरेछन ।अब देश लुट्न होला,0
790,51082,"एमाले ले गरेको राजनीति नै भत्ताको राजनीति हो ।
गाउँतिर पाल्ने नै एमाले हो एमालेलाई नै भोट हाल्ने हो भन्छन् ! https://t.co/xpFTNGDzBe",1
791,51083,"@iSDBR माखो नमार्ने गाफाडी 
देउवा र यिनमा फरक मात्र गफकै छ 
बाँकी samo samo  #NoNotAgain",0
792,51084,@DantaManjan https://t.co/tnyTwEeCPV 25 sep 2018 मा न्युयोर्क पुगेर केपी ओली ले अमेरिकालाई एमसिसि प्रोजेक्ट को लागि धन्यवाद दिएका थिय (भिडियो मा ४२:१७ बाट केपी कै आवाजमा सुन्न हेर्न सकिन्छ)। अहिले आएर आफू चोखो बन्दै जनताको आखामा छारो हाल्ने काम गरेका छन। #NoNotAgain @kpsharmaoli,0
793,51085,@TilakThapamag19 @NirmalPrasai5 लाज लाग्दैन हिजो के भन्थो चितवन को सभापति आज कतिमा बिक्यो मित्र,0
794,51086,"कांग्रेस की पोस्टर गर्ल लड़की हूँ लड़ सकती हूं की प्रियंका मौर्या पहुँची बीजेपी दफ्तर। आज भाजपाई हो जाएगी।

#UttarPradeshElections2022 #PriyankaMaurya 
#LadkiHoonLadSaktiHoon https://t.co/NZptldFCia",0
795,51088,"@thapagk
नेपाली कांग्रेसबाट टिकट नपाए पछि बागी उठेका सुनसरी जिल्लाको रामधुनीनगरपालिका वडा नम्बर ८ को वडाध्यक्ष उम्मेदवार गणेशबहादुर पौडेललाई काङ्ग्रेस नेताले बारम्बार धम्की दिएका कारण झुन्डिएर आत्महत्या गरेका छन् धनराज गुरुङ्, गगन थापा र विश्वप्रकाश शर्मा यही हो तपाईंहरुको टिउसन",0
796,51089,"@SherBDeuba यो शेरेलाई भोट हाल्नेहरू मान्छे हैनन्, गन्हाउने सिनोहरू हुन्। यस्ता रयाल काडेर बस्ने, जनताको प्रश्नको उत्तर दिन नसकेर एउटा पनी पत्रकार फेस गर्न नसक्ने वाईयात मान्छेलाई भोट बीर्सेर पनी भोट नहाल्नु होला। #NoNotAgain",0
797,51090,"@netrabudha52 यो साग खाईएको चैं छ ! पकाउंदा फतक्कै गल्छ, हुर्किन पनि हलक्कै बढ्छ !यसो गम खाई हेरेको,माओवादी साग,नाम त बढियां जुरेछ; माओवादी हलक्कै बढेर पहिलो दल पनि भयो अनी फेरी फतक्कै गलेर तेश्रो/चौथो मा'नी पुग्यो!आहा क्या घतलाग्दो नाम-माओवादी साग !!!:folded_hands:",1
798,51091,"आट चै गरेका हुन् गाठे । यत्तिको आट ठूला भनिएका पार्टीमा बसेका दलित दासहरुले यो जुनीमा गर्दैनन् ।:flexed_biceps::flexed_biceps:

जुम्लामा स्वतन्त्रबाट प्यानलसहित निर्वाचित वडाध्यक्ष भन्छन् : अब वडाको विकास हामी गर्छौं  https://t.co/9yLXsFS7yN",0
799,51092,":backhand_index_pointing_up_medium-light_skin_tone: 
शेरबहादुर देउवाको सरकारले आतंकारी भन्दै टाउकाको मूल्य तोकिएका प्रचण्ड र उनका पार्टीका नेताहरुको टाउकोको मुल्य तोकेका देउवा फेरी एकैसाथ उभिएर गठबन्धन सरकार निर्माण गरेका छन।जब यस्तो गर्नु नै थियो त ०५२बाट खोया शुरु गऱ्या अनि१७गोटा हजार बढी मुन्छेको कत्लेआम किन?:backhand_index_pointing_down_medium-light_skin_tone:",1
800,51093,",शेर अली, हो गया ,ढेर अली,,,,यूपी के वोटर की चरण धूलि सर माथे,,जय हो
#AssemblyElections2022 
#आयेंगे_तो_योगी_ही https://t.co/tOAAVmEas5",0
801,51096,"सिद्धू की बहन सुमन तूर ने कहा- ""1986 में पिता की मौत के बाद सिद्धू ने अपनी बूढ़ी मां को बेसहारा छोड़ दिया। वो इधर-उधर भटकती रहीं और बाद में 1989 में दिल्ली रेलवे स्टेशन पर एक बेसहारा, निराश्रित महिला के तौर पर उनकी मौत हो गई।""
#NavjotSinghSidhu #Punjab #PunjabElections2022 https://t.co/gTGIFJA5jd",0
802,51097,"ठगबन्धन लाई भाेट हाल्दा यसपालि धेरै मत बदर हुनेछ , त्यसैले 
आठ सुर्य सात छाप नेकपा एमाले जिन्दावाद ।",1
803,51102,#NoNotAgain चैं ब्यापकै हुने देखियो । कठपुतली आयोगले ककस्लाइ कारवाही गर्ला त अब :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
804,51103,@davils_advocate ब्रो तिमी एमाले को मान्छे होउ। केपि ओलि कै नेतृत्वमा नेपाल देखि  जातिय अतिवाद लाई मसानघाट पुराउने काम भयो। अब एमालेहरले जात को कुरा गर्ने? लाज मान यार।जातिय अतिवाद ले माओवादी र बाबुराम गिरोहको मुद्दा  हो।यो बिर्सनु भएन।,0
805,51105,"#Sirathu: अखिलेश यादव भी चश्मा पहनते हैं और उनको भी दो कांच हैं लेकिन उनके अलग तरह के वैज्ञानिक कांच हैं जो अलग-अलग प्रकार के हैं। एक कांच से उनको एक ही जाति और दूसरे कांच से एक ही धर्म दिखाई देता है। 
@AmitShah @BJP4India #UPElections2022 #UttarPradeshElections2022 #News1India https://t.co/6UM57w1l9d",0
806,51106,"हाहाहा लाजको पसारो छविलाल।:face_with_tears_of_joy:
#NoNotAgain!",0
807,51109,"भारत की पवित्र भूमि पर आपके राज्यो का नेतृत्व किनके हाथ हो यह आप निश्चित करेंगे,,,

जो संस्कृति सनातन धर्म के साथ है देश उनके साथ है।।

#GoaElections2022
#UttarPradeshElections 
#UttarakhandElections2022 https://t.co/9ZpnFPs4MW",2
808,51111,"अझै यस्तो मान्छेलाई हामी जिताएर संसद पठाउनु पर्ने?? नेपाली जनता यति भेडा छन् हो?
अब नि नउठे कहिले उठेने हामी ? हामी त पछि परियो हाम्रो पुस्तालाई नि अझै पछि धकेल्ने?
@GokulPBaskota ""लाज किन बाबा"" feeling आउँछ होला है हजुरलाई?? तेहि पनि अलिअलि लाज मान्नु है नेता।

#NoNotAgain https://t.co/2eCTBScneN",1
809,51112,"नेकपा माओवादी केन्द्रका कार्यकर्ताको खुकुरी प्रहारबाट नेपाली कांग्रेसका दुई जना कार्यकर्ता घाइते भएका छन्। 

https://t.co/cQbLvxKoKC",1
810,51113,"@Gobhiji3 @AamAadmiParty @raghav_chadha @ArvindKejriwal भगवंत मान जी हिन्दू नहीँ है क्या? अगर @BhagwantMann जी हिन्दू नहीँ, सरदार है तो आम आदमी पार्टी ने किसी हिन्दू को अपना उम्मीदवार क्यो नहीँ बनाया?

#UdtaPunjab
#PunjabElections2022",2
811,51114,"@Neupane1Binod अडको पडको तेल को धूप हो उपमेयर भनेको
काम गरे गर्ने मेयर हो केरे",0
812,51116,"#ElectionswithNL: ""साढ़े चार साल #Congress सरकार ने कोई काम नहीं किया और अंत में दलित वोट बैंक के लिए चरणजीत सिंह चन्नी को मुख्यमंत्री बना दिया""

इस बार के #PunjabElections2022 में किस तरफ हैं दलितों का रुझान.

देखिए @sighyush और @AshwineSingh की रिपोर्ट. https://t.co/uBgAychpc2",1
813,51117,"आपकी सरकार आई तो दंगा नहीं हुआ. इसका अर्थ ये हुआ कि दंगा आप ही करवाते हो. दूसरी पार्टी की सरकार आएगी तो आप फिर एक्टिव हो जाओगे. अपनी पोल खुद ही खोल रहे हो. 
#UttarPradeshElections2022 #मोदी_MSP_दो https://t.co/FJqiCAxrvp",0
814,51118,"त्यो त थाह भएन तर ओली, देउवा, दाहाल, नेपाल जस्ताले जिते अवश्य दुर्भाग्य भोग्नु पर्नेछ। #NoNotAgain",0
815,51119,"निर्वाचन आयाेग, मेराे ह्यान्डल् बन्दगर, #NoNotAgain भन्दिएँ । हामि भ्रष्ट नेताहरुबाट वाक्क दिक्क छौँ",1
816,51120,नेपाल बिग्रनुको एकमात्र कारण  'अन्ध्भक्त झोले कार्यकर्ता ',0
817,51121,यो चुच्चे नक्सा निकाल्नेलाई भोट नदिएर भारतीय कम्फरटेवल गठबन्धनलाई भोट दिनु भयो भने तपाईं नेपाली नै हुन सक्नु हुन्न है !! https://t.co/OqiuMQQEgq,1
818,51122,नेपाल मा नेपाली पन हराएको छ नेपाली मा नेपाली मन हराएको छ नेपाली समाज आज कता गयो देश को सान मान पहिचान हराएको छ।,2
819,51123,"निर्वाचन आयाेगले हत्कडी देखाएर मतदाता तर्साउन बन्द गराेस्, मतदाताले 'फलानाेले यत्रा वर्ष सांसद/मन्त्री हुँदा केही काम गरेन भाेट नहालाैं' भन्न पाउँछ। त्यसका लागि प्रमुख निर्वाचन आयुक्त र आयुक्तहरूबाट अनुमति लिन पर्दैन। लाेकतन्त्र हाे। #NoNotAgain :folded_hands: शुभ तिहार, शुभ चुनाव :folded_hands:",1
820,51124,"थुक्क नेपालि हो
भ्याक्सिन लगायौ कुम देखायौ
भोट हाल्यौ औला देखायौ
भोली पाइल्स भयो भने के देखाउछौ मुर्दार मुर्दार्नी हो :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",2
821,51125,"Up कुशीनगर  के #फाजिलनगर विधानसभा में सपा और बीजेपी में भिड़ंत के बाद कई  गाड़ियों के शीशे टूट गए है 
#AssemblyElections2022 https://t.co/Tqj1A3nQIW",1
822,51126,@Sirjana_Singh यता पनि एमाले कै चोरि सङ्कल्प रे:face_with_tears_of_joy:,1
823,51127,"‘जब योगी आते हैं हम उजड़ जाते हैं।’ 

चलचित्र अभियान की रिपोर्ट: https://t.co/CsMxVZXBn7

#Gorakhpur #UPElection2022 #UttarPradeshElections2022 https://t.co/5tq3dGexQn",0
824,51128,"अगर एग्जिट पोल के नतीजे सच निकलें तो मतलब साफ हैं #Punjab में नशाखोरी चर्म पर हैं और #PunjabElections2022 में #पंजाब वालों ने खुद के साथ घिनौना मजाक कर लिया हैं! #PunjabElections 
#punjabexitpolls",2
825,51130,"धेरै ठाउँमा पैसा बाँड्न र उद्दण्ड मच्चाउन 
एमाले अग्रसर भएको घटना क्रमले एथार्थ
देखाएको छ।"":writing_hand:",1
826,51131,"भोट के मा- हलो मा
आयो आयो - 'गोरू' आयो ।
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",1
827,51133,देउवा विपीको आदर्शबाट च्युत भएको बागी उम्मेदवारको दाबी https://t.co/GlpA5tDsuD,0
828,51134,"कांग्रेसीजन हो,देउवा दाइको जागिर खाने कुनै पनि अण्टसण्ट हर्कत नगर! प्रचण्ड,माकुने रिसाए भने विगत नौ महिनाको भागबन्डा सबै स्वाहा!कार्यकर्तालाई खर्च  पानी के बाट जोहो गर्ला! उनिहरु यसै जोगि उसै जोगि! मरता, क्या नहि करता!:winking_face::face_savoring_food:",0
829,51135,आम आदमी पार्टी कोई भी वादा करके उसको पूरा कर सकती है क्योंकि उसके नेता चोर नही है और पब्लिक के पैसे से अपनी जायदाद नही बनाते। दूसरी कोई भी पार्टी वादा करके पूरा नही कर सकती क्योंकि वो भ्रष्टाचार से बाज़ नही आ सकते। #प्रथम चरण #AssemblyElections2022 #IChooseAAP #AAPKaCM,1
830,51136,"@khadga_acharya नेपालि काङ्ग्रेसको बेश्या नै हो। बुढा -बुढिले काङ्ग्रेसलाई  आफ्नो निजी कम्पनि बनाका छन्।एक जमात चाँहि तालि बजाएर होँड्या छन्।
#लबस्तरो",1
831,51138,हरे ! कृष्ण ! कृष्ण ! हेरत यिनका बुद्दी ! एका तर्फ काङ्रेशिले पैसै नदिने रे ! अर्कातर्फ १६०००MB अर्थात माउबादीले यसरी देश दुर्घटनामा जान सक्छ भनेर तर्साउँछन । मत अब भोट यी दुबैमा हाल्छु । नत्र त मरिन्छ कि क्याहो गाँठे । :face_with_tears_of_joy::rolling_on_the_floor_laughing: https://t.co/AXo3pDF6iy,1
832,51139,"@ekantipur_com सांसद किन्ने बेच्ने देउवा सरकारकाे अर्को  कर्मचारी पाेस्ने निर्णय।अब झन अदालत, मालपोत, यातायात व्यवस्था कार्यालय, श्रम विभागबाट जनताकाे काम सहज तरिकाले हाेला?के विदेशकाे जस्तै सुविधा मैत्रि प्रणाली बनेकाे छ?मतिभ्रष्ट देउवा सरकार ! जनतालाई सास्ती, कर्मचारीलाई मस्ती हुने भयाे ।",0
833,51140,"खासमा मलाई उनले बोकेको झण्डा मात्रै हैन, उनको थर, न्वारन नाम, पढेको कलेजसँग नि समस्या छ!

चश्मासँग पनि छ, लेन्सको सेप र सेडमा नि छ। स्टाइलमा पनि छ। दाह्रीको कटमा पनि छ !

उनको चुनाव चिन्हसँग पनि छ!

कसरी फ्रि र फेयर चुनाव होला, लोकतन्त्रको रक्षा कसरी होला? देख्दै अत्यास लाग्च!:face_with_tears_of_joy:",0
834,51142,"प्रचण्ड भनेका ढाडे बिराला हुन् । जस्ले ठूलो कचौरिमा दूध भात राख्छ, उसैको मा जान्छन् ।
हिजो ओलीको मा दुधभात खान गाका थे, एमाले सक्काए , आज देउवाको मा खान आका छन्, काङ्ग्रेस सक्काउछन् ।
देसलाइ १० बर्ष पछि धकेल्ने ढाडे बिरालोलाइ दुधभात नदिउ, रेणुलाइ हराउ",0
835,51143,"कुन कांग्रेस? 
बि.पि कोइराला को कि अहिलेको भ्रष्ट दलाल हरुको? 
#NoNotAgain",0
836,51144,"#गोवा में अरविंद केजरीवाल, बोले- कांग्रेस और भाजपा ने मिलकर गोवा को लूटा

@ArvindKejriwal @AamAadmiParty @AAPDelhi @ipathak25 @AAPGoa @AmitPalekar10 #GoaElections2022 #GoaElections 

https://t.co/OTRlGWT1FI",1
837,51145,"@winger_om @gbudhathoki @pradeeprdahal @NepalPoliceHQ यी मात्र हैन, फरक रूपमा सबलहरूलाई सकि नसकी दुईहात दुईखुट्टै टेकेर घिस्रँदै मतदान गर्न बाध्य पार्ने त्यहाँका मतदान अधिकृत र सुरक्षा अधिकृत समेतलाई सँजाय हुनुपर्छ। अन्यथा यो प्रवृत्ति कहिल्यै अन्त हुन्न।

यो निर्वाचन मानवीय दृष्टिकोणले असफल भएको छ, यसको बोध राज्यलाई गराउनुपर्छ नै ।",0
838,51147,"प्रमाण सहित वक्तव्य निकालेको छ एमालेले, सप्रमाण प्रतिवाद गर्ने कि? मिडियामा छरपष्ट भेटिने धाँधली का भिडियो पनि सब एमालेले बनाएको हो? आफूलाई देशकै बुढो, ठूलो पार्टी भन्ने कांग्रेसले एमाले सँग १ का विरुद्ध ५ लड्दा पनि सत्ता दुरुपयोग गर्दा पनि बेहाल नै देखियो।।",1
839,51148,"मौन अबधीमा बसेर यो  झप्रि के :banana::banana::banana: @ukeraanews लाई अनफलो गरौँ।एमाले बिरुद्द बिषबमन गर्ने ,यो तुच्छकारितालाई निर्बाचन अगाबै अनफलो गरौँ है।यो फेक समाचारको कारखाना हो ।यस्को सम्पादक कस्ता छन् स्पेसमा बोलेको सुनिहाल्नुभाछ ।ल अब अनफलो सुरु गरौँ है :folded_hands::folded_hands::folded_hands: https://t.co/h4m56pmTZj",1
840,51149,"@Bhismak1962 अाज हिन्निमा भनेछन्,राजेन्द्र लिङदेलले  नेपाली मा भनेको नबुझ्ने ।गाउँमा नेता गयो भने कुन चोर अाएछ भन्थे।",0
841,51150,"आग लगा दी बीजेपी ने,
दाल तेल के भाव में...

बीजेपी को वोट न देना,
अबकी बार चुनाव में

#UPElections2022 #GoaElections2022 #PunjabElections2022 #UttarakhandElections2022 #ManipurElection2022",1
842,51151,"भारतीय मिडिया बिग्रियो, नेपाली मिडिया सम्हाल्नुस् : रवीश कुमार (भिडिओ) https://t.co/HaReIRRv9f",1
843,51155,"@basyal_dipendra @SujanBagale8 @uttamjp यिनका पुर्खालार्इ पनि अाैरङ्गजेबले नखेदेकाे भए, अाज उतै हुन्थे जन गण मन गाउँदै।
कुमाउँ गढवालकाे उडी घर र उतै जन्मेर मामाघर बैतडी भएकाे बिजय कुमार भन्ने पत्रकार यिनलार्इ खाँटी नेपाली हुने, पुस्ताैँदेखि नेपालमा बसाेबास गरेका मधेसी (केही राजेन्द्र महताे जस्ता घुसपैठिया छाेडेर) हुने?",0
844,51156,"बाउराम ले गोरखा मा पैसा, रक्सी को खोलो बगाएर बिशेष गरी न्यून वा शुन्य आयभएका बस्ति र टोल का टोलेहरूलाई प्रयोग गरेको गाउतिरबाट रिपोर्ट आएको छ! नेपाली जनताहरू को बिबेक कहिल्यै नआउने भो ! हिसिला ले खर्च भएको १००० गुना देशबाट लुट्छिन भन्ने कुराको ज्ञान कहिले आउने?",2
845,51160,"निर्वाचन आयोगले १ घण्टे स्पष्टीकरण सोधेर जनताले प्रष्ट बुझ्ने भाषामा भोली बिहानै हिम्मत गरेर भन्न सक्नु पर्छ

“आरजु देउवा राणाज्यू तपाईको थुतुनो ठिक भएन”

https://t.co/HmBpced5VP",0
846,51161,बहुदलीय प्रजातान्त्रिक व्यवस्थामा गठबन्धन हुनु भनेको यीनीहरूले पालैपीलै देशमा शासन गर्ने खेल हो ! मंसीर ४ मा गठबन्धनेहरूलाई vote :ballot_box_with_ballot: नदिऔं ! गठबन्धन भनेको ठगबन्धन हो !#NoNotAgain,1
847,51162,@Pradippokhrel67 एमाले मु*** मुर्दाबाद :grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes:,1
848,51164,"बालेनका समर्थकहरु चुनावअघिसम्म ‘साइलेन्स’ थिए। मतगणनाका बेला उनीहरुले र्‍यापकै शैलीमा नारा लगाउँदै देशको ठूलो पार्टीमाथि प्रश्न उठाए–       

‘देखिस् क्यारे एमाले,
जनताले भोट कहाँ हाले?’

By @ArunBaral1 

बालेन र सुनिताले कसरी हाँक्लान् काठमाडौं? https://t.co/mKGwgK0VQT",1
849,51165,"गरीबों पर महंगाई का डाका डालने जा रही है ,मोदी-योगी की सरकार
#BJP_हटाओ_देश_बचाओ 
#AssemblyElections2022 
#बीजेपी हटाओ महंगाई भगाओ। https://t.co/kViv6uM9KB",0
850,51167,"टीवी देखिएगा, तो भाजपा की योगी सरकार बन रही है.! और जमीन पर देखिएगा.. तो चारों दिशाओं में भाजपा नेता खदेड़े जा रहे हैं.!!
#UttarPradeshElections2022",1
851,51168,मेरो गाउँ मा माओवादी ले कुटपिट गरेका ने का का एक परिवार बसाई सराई गरी भरतपुर गयर बसे। आज त्यही माओवादी लाई भोट नदिने हो भने देउवा कांग्रेस ले त्यही माओवादी को हसिया हथौडा ले थिच्ने भयो। कठिन छ है कांग्रेस लाई पनि।,1
852,51169,एमाले व्यापक खुम्चिने भो त? त्यो हो भने त ओलिको र प्रचण्ड को  'बाम एकता 2' रिलिज हुन्छ त फेरि। :grinning_squinting_face:,1
853,51170,"एमाले, कांग्रेस र माओवादीलाई भोट हाल्नु साँढेको टाङमुनि बाल्टी थाप्नु जस्तै हो : राजेन्द्र लिङ्देन
@farakdhar: https://t.co/PE4YFxe1L9",1
854,51171,"बालेन शाहले अग्रता बढाउँदै लाँदा विशेष गरि एमाले, काँग्रेस माओवदि, साझा आदि इत्यादिका साथीहरुमा देखिएका समस्या हरु :
छटपटि बढ्नु, 
निन्द्रा नलाग्नु, 
भोक हराउनु, 
आफ्नो भविष्य अन्धकार देख्नु, 
चिट चिट पसिना आउनु, 
रिस उठ्नु 
अरु के के होला तपाईंहरु थप्नुस है?",1
855,51172,@rationalalwys @BhimRawal179 भारतिय कंम्पनी ले नेपाल मा अैले संम्म बिधुत ऊत्पादन गर्दे को र ऊसले संम्झौता गरे अनुसार काम भयेर बिजुली ऊत्पादन भयेको र अैले संम्म धोती ले राजनैतिक प्रभाव मा पारेर ओगटेको कुनै ठुला योजना सफल भयेको कुनै जानकारी छैन जानकार हरु ले बुझाईदीनु होला :face_with_tears_of_joy::face_with_tears_of_joy::winking_face_with_tongue::winking_face_with_tongue:,2
856,51173,"अमित शाह ने कहा कि कांग्रेस मुस्लिम यूनिवर्सिटी के बहाने उत्तराखंड के पहाड़ों में रोहिंग्या मुसलमानों को घुसाने की साजिश कर रही है. #UttarakhandElections2022 #उत्तराखंड 
https://t.co/VVEZsm8dvo",1
857,51175,यसो कुरो बुझ्दा नेपाल श्रीलङ्का हुने होइन यहि पारा हो भने तोर्पेहरूले श्रीलङ्का बनाउने रचन्।,0
858,51176,"अलिकति पनि झुक्न नसक्ने प्रधानमन्त्री
बुद्ध नेपालमा जन्मेका हुन भनेर खोक्रो भाषणले काम लाग्दैन् व्यवहारिक हुनुपर्छ भन्ने
यहि परिदृश्य यहि हो । 

एउटाको अनुहारमा स्थिरता र अर्कोको अनुहारमा स्ट्रेस प्रष्ट झल्कन्छ । https://t.co/5HNPvV2doE",0
859,51177,@popatlal50 ३ करोड नेपाली जनताका नायक कामरेठ जन नायक पुन्य गौतम।,1
860,51178,"@jainendrajeevan अहिले पञ्च सरकार छ । याे संसदले नियुक्ति गरेकाे मन्त्री परिषद् हाेईन । अदालतवाट नियुक्त भएको सरकारका अर्थमन्त्रीले राजिनामा दिनु पर्दैन । त्यसाे भयाे भने महाराजाधिराज पुष्पकमलले शेरूलाई लाैराे देखाउने छन् । नेपाली कांग्रेसका देउवा थरथर काम्ने छन्, सत्ताकाे स्वाद जाला भनेर ।",0
861,51179,"रक्षा मंत्री राजनाथ सिंह ने कहा, 'उत्तराखंड में कांग्रेस की स्थिति ये है कि वो मुख्यमंत्री घोषित करने की हालत में नहीं हैं

#UttarakhandElections2022 #Elections2022 #RajnathSingh 

https://t.co/igRv4YP1V5",1
862,51181,"कांग्रेस को चुनाव नतीजों के पहले सता रहा डर! जानिए पार्टी उम्मीदवारों को क्यों दिलाई शपथ?
@dineshmourya4 #GoaElections2022 #Congress 
https://t.co/T7gWBFj5fq",1
863,51182,यो मान्छे जस्तो भ्रस्ट सायद नेपाल मा अरु छैन होला ।पानी ट्याड०की मा पैसा लुकाउने यही अनि कोराना महामारी मा औषधि कीन्दा विभिन्न बाहाना बनायर सेना को प्रयोग गरेर लुटने यही हो ।#NoNotAgain :oncoming_fist::oncoming_fist::oncoming_fist:,0
864,51183,@bishodip शक्तिको सदुपयोग देउवा र कांग्रेसले गर्दै छन हरेक दिन नयाँ काण्ड ल्याएर,0
865,51185,@Chopendra08 सब सङ्ग पैसा छ  एक दिन एमाले भैदिउला:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
866,51187,"@TajinderBagga @yadavakhilesh ओय मंदबुद्धि, #हाथरस, #उन्नाव ये सब #उत्तरप्रदेश में ही आते हे या #YogiAdityanath ने इनका नाम बदल कर कही और शिफ्ट कर दिया? 
बलात्कारियों के हिमायती #भाजपाई तुम्हे शर्म से डूब जाना चाहिए। मुंह में तिनका दबाए भाग जाना चाहिए। 
#UttarPradeshElections2022 #BJP_Goondas_Party",1
867,51189,"@a402hmg जो सुकैको मुभ होस् न्, यी बुढा भन्दा त लाटो नै आएनि एट्लिस्ट भाको त बिगार्दैन। नया अनुहार चाहिएको हो पहिले हामीलाई, त्यसले केही नगरे अर्को नया आउँछ, राजा शासन फालेर यी राडावानको शासन अति भो।

#Nonotagain",2
868,51191,प्रमुख निर्वाचन आयुक्तले गरे मतदान https://t.co/M6RKMOirkz,1
869,51192,"यू.पी. वालों वोट डालते समय #कमल का बटन #गंदा न हो
इसका ध्यान रखें उस #बटन को गलती से भी #हाथ न लगायें 
:folded_hands::face_with_tears_of_joy::folded_hands: 

स्वच्छ भारत अभियान में सहयोग दें!!! 

#AssemblyElections2022 
#UttarPradeshElections2022 
#UPElections2022",1
870,51193,"किसी ने सही कहा है कि “किसी को निकम्मा बनाना है तो उसे फ़्री में देना सुरु कर दो।”. इस देश की राजनीतिक पार्टी ने ये काम सुरु कर दिया हैं। अभी राज्य की जनता को चयन करना है, “निकम्मा” या “आतमनिर्भर” #UttarakhandElection2022 #PunjabElections2022 #UttarPradesh",1
871,51196,"जो राम को लाए है,
हम उनको लाएंगे

#YogiAdityanath #UttarakhandElections2022 https://t.co/mf1IRZjFfB",2
872,51198,भिड जम्मा गर्न नसकेर सन्दिप क्षेत्रि नामक पपेट बोलाउनु पर्ने अवस्था को गठबन्धनलाई जनताले भोट देलान त ? एमाले ६०% सहित जित्ने पक्का भयो| https://t.co/upPty9cUA9,0
873,51200,सिन्धुपाल्चोकमा एमाले कार्यकर्ताको आक्रमणबाट माओवादी केन्द्रका तीन कार्यकर्ता घाइते - Web Tv Khabar:  https://t.co/GEKceprJWl,1
874,51201,"ऐले सम्म देउवा र पौडेल मिलेको देखेको थिएन !

यतिका कांग्रेस मिल्दा नि रेनु दाहालले हारीन भने नारायणीको किनारमा :water_wave:बसेर भुइँकटर:pineapple::pineapple: खाने बस्ने :face_with_tears_of_joy:

#Nepal #Election 
@NepaliCongress @cpn_socialist @cmprachanda 
@SherBDeuba @ncp_madhavnepal @NcPaudel @RenuDahal1 @kpsharmaoli @umlcpn https://t.co/2h0cWBN7Xp https://t.co/LnEze2GUQg",0
